estagio,estado,coeficiente,intercept
56,259.77090596286064,-69.68190875715788,105135.8560594701
56,264.10197839700174,-69.3414174283363,104835.46326565754
56,261.09140426395345,-69.2858522980476,105044.81362988631
56,249.78709707670376,-70.45346246552798,105836.60102312673
56,264.138017002747,-69.20416809556471,104834.37850878951
56,254.95854956825588,-69.9690510855607,105473.16841842722
56,246.47820231435247,-70.74150352669902,106071.9651933377
56,254.16537223962266,-70.26580036486021,105529.32843266091
56,255.89525282030266,-69.94198862306925,105408.2463476122
56,248.38882886417912,-70.70734051711824,105937.02647310031
56,261.12813932564853,-69.3551384540797,105044.02094187483
56,262.7747173602725,-69.36960749343156,104929.9430968847
56,266.7995052785555,-69.31145780865981,104651.17607769681
56,272.0345773268326,-68.77260890100773,104290.69826299738
56,263.3817105495166,-69.35409458434248,104888.18009592855
56,247.1767189520422,-70.77365694748109,106023.24019017615
56,259.78136243715556,-69.37833245813364,105138.5370790532
56,260.9565973282023,-69.41709519318735,105057.10416861862
56,263.5242563813895,-69.41370122099387,104878.94177440918
56,250.670710411003,-70.6535951811309,105776.18392853122
56,257.63247562337426,-69.76004268609616,105288.79182636744
56,260.6876572765949,-69.41207122118996,105076.23752459051
56,265.5645186613763,-69.17849001646802,104738.65841458613
56,262.6614298859545,-69.3150192465867,104939.67795728521
56,258.0154491083796,-69.55631503941972,105262.47752648074
56,258.10269861138977,-69.68142310653151,105256.76169705979
56,254.99192328354894,-70.00398443751423,105474.26302373424
56,248.40757052298238,-70.49555218648175,105937.75317003686
56,258.4273118537762,-69.66509519754068,105234.40556814501
56,262.7188168529918,-69.36300376135081,104936.00867858242
56,260.67567722827675,-69.56812695580423,105077.99183764755
56,266.1557201947079,-69.2522977472976,104697.89035909521
56,261.46718942539445,-69.47568587105631,105023.04149467834
56,253.77155575082202,-70.29345453960893,105560.2752535755
56,263.62943698316343,-69.16551700433305,104873.33862567804
56,271.9168309037312,-68.92667737558773,104301.68491956158
56,254.0505688818588,-70.33523165786127,105541.11732332679
56,259.53760835090003,-69.73150652515233,105157.47003466656
56,253.5612343340968,-70.29269536161843,105575.81174286827
56,262.28001094272383,-69.33124667613755,104967.00267511715
56,259.52888129002906,-69.66408482095012,105158.25288025927
56,260.3259301332138,-69.62195044246718,105102.8060887472
56,252.25302896118598,-70.38456706287299,105667.92489114185
56,254.2163928232519,-70.1792596561132,105530.01720756019
56,264.88939907866074,-69.12044639332741,104786.34488773107
56,265.5392478067315,-68.88680936669454,104742.11002000734
56,259.36731054366373,-69.71086358243495,105169.85958962148
56,262.9752666805781,-69.3100231855451,104919.4425317405
35,212.3925142150909,-47.91145833333332,137410.10445021885
35,212.55232055248996,-47.91145833333332,137402.44789554327
35,156.77423279374256,-201.7698688271605,143754.9415468991
35,186.30964924510232,-51.76986882716049,138756.00253040684
35,192.7075706287439,-50.9017264660494,138433.66098273394
35,216.93394075269424,-46.90827160493827,137235.01317148688
35,206.50575032651494,-48.81818479938271,137745.20016657628
35,201.52208786636737,-49.16544174382719,137995.27582457033
35,210.49007133129737,-47.91145833333332,137569.53029086246
35,221.9540543361141,-46.94685570987654,137049.5311928239
35,215.88293702458958,-46.078713348765426,137352.32735218655
35,211.75921558097204,-47.91145833333332,137580.13767938988
35,216.79363717760253,-46.522430555555545,137347.95301043033
35,217.13522840736155,-47.75712191358024,137336.7449510058
35,219.7811823117583,-48.87606095679012,137227.94601961717
35,207.28710046038924,-50.80526620370372,137854.77967041254
35,211.24014662858102,-48.49021990740741,137678.41786547887
35,211.38004077889096,-48.20083912037037,137686.1613050085
35,220.2563917252831,-46.88897955246914,137267.11004362357
35,216.02026400910685,-47.71853780864198,137473.23564745818
35,218.9428702668331,-47.71853780864198,137340.02554060216
35,211.3151258554219,-48.67349440586419,137710.16405377438
35,217.21822793511822,-47.04331597222224,137433.11897816902
35,215.89754266742256,-47.30375868055557,137498.4372023562
35,205.22623529652202,-50.13004436728397,138044.61605326406
35,206.74751098461536,-48.654202353395064,137981.6886289882
35,218.72896581466196,-47.40986496913581,137404.25940321974
35,217.13839861737605,-47.882520254629625,137481.60161591304
35,222.4280234701941,-47.59313946759261,137231.07202424685
35,213.6661752659454,-48.00791859567901,137651.3676526363
35,219.86754266668464,-46.773227237654325,137357.70882373536
35,215.45944290996508,-47.429157021604944,137567.2416401403
35,216.28428421815963,-47.34234278549383,137529.87433505637
35,213.2233664108337,-47.42915702160494,137676.17812158586
35,214.54643274260462,-47.342342785493834,137613.6221901608
35,223.19252968850688,-46.37774016203705,137209.91216925174
35,219.0036644682674,-47.19765239197531,137406.3723581207
35,215.2490227336005,-47.42915702160494,137585.80612679204
35,215.53161206681347,-47.120484182098764,137574.67604163886
35,211.4433788787408,-48.69278645833333,137773.99313139528
35,215.39870399698793,-47.872874228395055,137585.99041341894
35,213.69421986777482,-47.950042438271616,137667.787512201
35,212.7334195015788,-48.085086805555555,137714.14279032394
35,208.57231388927428,-48.818184799382685,137916.0237555624
35,209.66580589099203,-48.654202353395064,137862.93873377822
35,219.13351283781947,-47.66066165123458,137409.67556260843
35,217.76866720059655,-47.35198881172836,137475.72265072382
35,215.54189837136377,-47.67995370370372,137581.75390370775
35,214.3323430291752,-47.95004243827159,137640.44152746635
35,215.78526039316387,-47.6799537037037,137571.276403307
35,215.81371955931854,-47.67995370370371,137569.9218726534
35,216.7748900779222,-47.573847415123474,137524.4569905893
35,215.70424841309313,-47.718537808641955,137576.22653761675
35,214.95512392475092,-47.9500424382716,137612.3557955868
35,214.80588313159694,-47.95004243827159,137619.71870321242
35,212.8505859322268,-48.2201311728395,137713.83554393327
35,203.9622199945794,-49.35836226851855,138148.04678812128
35,218.3929067073488,-47.573847415123446,137448.4675302514
35,219.5618869730912,-47.5545553626543,137394.0040058798
35,217.58637609012504,-47.63172357253087,137489.53490355605
35,210.03720689231994,-48.32623746141973,137852.09155961755
35,207.35033380445037,-48.77960069444443,137984.4632631238
35,209.88603227844692,-48.66384837962962,137861.02349067145
35,216.28679670685952,-47.814998070987656,137553.31601580192
35,221.73917429279854,-47.02402391975308,137295.03398724276
35,209.34710082129004,-48.59632619598766,137887.6309725868
35,215.3673019105555,-47.88252025462958,137597.50956946792
35,209.85407241369697,-48.51915798611111,137863.49759874446
35,218.83011703191966,-47.41951099537039,137432.64635673983
35,217.71727167348757,-47.525617283950574,137485.7977930643
35,217.3611591438646,-47.496679205246934,137502.94017674262
35,215.88457884434484,-47.805352044753086,137573.46301190875
35,212.74288496955037,-48.1043788580247,137724.68527887817
35,220.30859328701638,-47.429157021605,137363.3292355762
35,213.2041525455051,-47.988626543209875,137703.08071594004
35,219.92567333942907,-47.51597125771605,137382.5210638013
35,212.93015282121414,-48.13331693672838,137716.56857950942
35,224.82080967438745,-46.00154513888889,137154.7225182616
35,221.5305726263504,-46.95650173611109,137308.60435429978
35,211.68692466515273,-48.35517554012346,137776.8277143988
35,224.4204958620869,-46.445262345679026,137173.96944875186
35,210.76110535409518,-48.364821566358025,137822.0877172663
35,205.09769752921758,-49.04004340277783,138098.0041714249
35,219.85738492674648,-46.99508584104938,137387.40540264308
35,210.89358464232885,-48.24906925154318,137815.86996474018
35,210.55010535152508,-48.403405671296305,137832.67198626246
35,209.48788039683,-48.644556327160416,137884.53210925648
35,213.26616052696122,-48.01756462191352,137702.0799213238
35,211.6257199493923,-48.41305169753084,137781.24709539034
35,218.82086722295583,-47.130130208333306,137437.8515893975
35,214.19605603522288,-47.94039641203699,137657.88197347967
35,215.44018834222118,-47.68959972993826,137598.52538589272
35,213.95809509155615,-48.08508680555552,137669.59039114593
35,212.1641794016589,-48.24906925154315,137756.20324950374
35,205.19947594162826,-49.10756558641975,138095.12499676817
35,219.3267935010711,-47.14942226080245,137414.65095698318
35,210.91055867293204,-48.519157986111104,137817.02015820926
35,217.67194083961112,-47.323050733024665,137493.07490349194
35,216.871488466439,-47.59313946759259,137531.14185986825
35,209.71929550986738,-48.49986593364197,137874.90912236745
55,269.6220676885519,-76.275687791138,106990.89872154137
55,287.1832091648905,-75.81050519880735,105681.61087417364
55,280.1326794267436,-75.06621305107836,106224.51552280596
55,275.8796453955024,-75.23367878431736,106544.89336963695
55,273.1403803434074,-75.22251440210142,106750.99188680295
55,281.97480650430526,-74.666156021674,106092.22365800373
55,274.4154275396386,-75.11273131031145,106665.308637098
55,270.962989171788,-73.7637017925526,106941.7134728341
55,269.6220676885519,-74.88014001414611,107069.91470265019
55,271.59096609192807,-76.275687791138,106963.83981522564
55,285.2436206154702,-75.27089339170382,105943.15974066914
55,284.79541448725246,-73.7637017925526,106003.41813763382
55,271.54047848404844,-74.18236612565016,106994.93348172613
55,283.29528837509116,-74.50799394028161,106129.97190086228
55,277.9061319266088,-74.88014001414611,106585.91915966937
55,278.8039579650157,-74.88014001414611,106527.78888847174
55,280.76863706133895,-74.5870749809778,106385.52516787463
55,271.984333618168,-75.15645847399047,107051.81540611648
55,278.2120482521484,-76.21986588005831,106587.97393269853
55,274.3305832741944,-75.47092190640599,106893.24392977219
55,277.2473442856351,-75.46813081085203,106673.73524842055
55,278.1950617087498,-75.06621305107836,106607.81814062661
55,284.10866968778345,-73.89395291840518,106171.31888013816
55,265.20266040232866,-75.53139564340901,107594.18535743296
55,291.7405335933577,-74.19632160342009,105610.94821153778
55,289.1906348873464,-74.0677637422036,105800.40270105662
55,273.8322231479341,-75.39788823941008,106944.84466834756
55,270.456483039944,-75.34565753794321,107199.54773483275
55,274.7956499513979,-75.53213993555667,106873.56723551068
55,285.8117098674897,-74.30154590580527,106052.02199173512
55,288.6333157939206,-74.1067832580483,105843.52057205288
55,276.72098386669,-74.75067039504826,106731.37891498962
55,280.31991967230283,-74.4871653897098,106462.80866683568
55,275.42314706523234,-74.97364171520447,106829.73330800419
55,283.21869683156,-74.609818688282,106247.47071681764
55,287.2432632365083,-74.22275048722075,105949.3060364766
55,280.8972976210771,-74.56939804246923,106422.6039285066
55,265.93197945580727,-75.90400689986579,107547.38557896717
55,284.15962517136575,-74.35010166479273,106180.42731495324
55,274.73204165868856,-75.34392705869975,106885.40067081533
55,286.02529400654396,-74.4153072391249,106041.83094892636
55,277.9282779415588,-74.85582026821906,106646.80148279812
55,276.59932356086966,-74.84952355664926,106746.34638514958
55,288.349545483331,-74.5084963374813,105869.5122538862
55,285.32177490619756,-74.37321007524935,106096.36995287136
55,273.23191554652726,-75.31220160590281,107000.00249697542
55,279.9404443192738,-74.68538573967581,106497.2253624684
55,272.05428146762245,-75.42486882976527,107090.16812404343
55,275.8796453955024,-75.07657359777473,106802.8293669424
55,280.4746803921439,-74.82889270867939,106458.23958924782
55,273.24623569991854,-75.2836138096911,107001.12239631286
55,280.9406211585046,-74.60951678477961,106423.95667240239
55,279.8266596673786,-74.782163721732,106508.07898303014
55,281.9270396608478,-74.53630402248564,106351.62070187788
55,279.82665966737864,-74.55113078725101,106508.64945896146
55,274.4271567547655,-75.12070081848327,106913.02710336744
55,285.8117098674897,-74.33680674630394,106063.59325253725
55,280.63289974462805,-74.52802749380292,106449.25929543377
55,270.456483039944,-75.48917753205947,107213.01389035337
55,273.84453615174044,-75.25132595114006,106958.09737465446
55,272.26979753752704,-75.23248884724623,107076.76655836435
55,272.74923489973594,-75.22394809485104,107040.7803767514
55,279.87074174141276,-74.63631223246304,106507.23562487043
55,284.2639271951613,-74.47467291119297,106179.8395397996
55,285.16407191871235,-74.43106064761415,106113.05624818552
55,291.44615837664486,-74.11188631108611,105646.53608024697
55,284.15962517136575,-74.4617454869521,106187.9432792379
55,269.53091526142,-75.56007135913099,107283.52543552328
55,280.58372438877996,-74.52891506218934,106454.93150526227
55,282.082183156677,-74.5077855384805,106343.35872845852
55,282.58817416824894,-74.51141768416156,106305.72136499872
55,275.4874927559246,-74.7890749395066,106835.71306757003
55,278.00506021224237,-74.74231199422977,106648.09939314051
55,277.8298543163596,-74.68404508344474,106661.30597482345
55,283.68208797809734,-74.43179889238822,106225.05047206032
55,283.29528837509116,-74.46922097121083,106253.93973015423
55,276.13551348069,-74.77263445632815,106788.25243836873
55,278.569327797861,-74.69355992818822,106606.64330440757
55,271.1858020934226,-75.13159911625634,107160.39972888702
55,272.7717248902999,-75.20814025999825,107041.7403779832
55,284.79541448725246,-74.47119194985453,106142.4751587803
55,284.1086696877834,-74.48876608301019,106193.743403156
55,279.32778722456663,-74.72082939693323,106550.47831774532
55,285.7459307442311,-74.43877849200354,106071.89979280358
55,278.9561214636372,-74.73906036790925,106578.28052477547
55,269.53053248543216,-75.31191133196505,107285.94493485778
55,285.28959074263037,-74.36399573846042,106106.33741926384
55,292.659263595059,-74.12546778205189,105559.66557155902
55,271.21974916881214,-75.27935971488434,107159.1839215577
55,279.54670253302584,-74.76122631843387,106534.48605213393
55,278.9561214636372,-74.82715013468864,106578.73770864704
55,281.0950796418502,-74.65624623690968,106418.99083777779
55,276.4393231324806,-74.9819917427369,106767.29599936996
55,283.03406725333195,-74.49478228947677,106274.44048307976
55,269.2206093040577,-75.32047255239418,107310.14565484293
55,271.5766459385368,-75.23492779957756,107132.85335209637
55,282.8719444788386,-74.51263506700525,106286.58225667884
55,285.16407191871235,-74.23190109399448,106116.3411800057
55,284.15962517136586,-74.3524275777544,106191.03365855169
55,281.9293865272753,-74.56426242664992,106357.33206118968
110,280.9794923584147,-16.65833333333333,15460.557233667612
110,300.0,0.010000000000000002,15143.707277204874
110,274.1983922974635,-16.65833333333333,15574.893233150982
110,266.93163612719985,-16.65833333333333,15699.369349479974
110,286.4013240250135,-16.65833333333333,15375.036798582227
110,278.8012883764651,-16.65833333333333,15508.688105524316
110,290.7890564844779,-16.65833333333333,15308.991868458335
110,283.72640057431084,-16.65833333333333,15426.643944828535
110,286.14603370457905,-16.65833333333333,15386.929852068428
110,300.0,0.010000000000000002,15156.145863530537
110,284.34698794970814,-16.65833333333333,15420.25983352676
110,296.48600874673156,-16.65833333333333,15218.043978749678
110,300.0,0.010000000000000002,15159.506741122312
110,281.0683004972808,-16.65833333333333,15474.877302005109
110,291.6164800948157,-16.65833333333333,15299.16221020951
110,300.0,0.010000000000000002,15159.506741122312
110,286.8841238706054,-16.65833333333333,15377.995377644478
110,284.7050028806139,-16.65833333333333,15414.29590146942
110,300.0,0.010000000000000002,15159.506741122312
110,298.19397352747757,-16.65833333333333,15189.592132110418
110,289.45718692383116,-16.65833333333333,15335.13243561616
110,284.08632898537337,-16.65833333333333,15424.601977440969
110,285.25688657674357,-16.65833333333333,15405.10243889806
110,289.2780764829921,-16.65833333333333,15338.116117043137
110,299.3579933234275,-16.65833333333333,15172.080645964523
110,298.455106335651,-16.65833333333333,15187.121238369233
110,292.9731202764573,-16.65833333333333,15278.441989471969
110,300.0,0.010000000000000002,15161.385884743951
110,284.4707986214657,-16.65833333333333,15420.076497708036
110,300.0,0.010000000000000002,15161.385884743951
110,272.58043426801476,-16.65833333333333,15618.150150562607
110,295.1621403754949,-16.65833333333333,15241.976562988832
110,294.41077709720537,-16.65833333333333,15254.493022933006
110,295.7055193993192,-16.65833333333333,15232.924774083625
110,300.0,0.010000000000000002,15161.385884743951
110,298.2692079653927,-16.65833333333333,15190.217995387124
110,300.0,0.010000000000000002,15161.385884743955
110,295.88039138600215,-16.65833333333333,15230.011698238803
110,297.70290896352515,-16.65833333333333,15199.651592926566
110,300.0,0.010000000000000002,15161.385884743955
110,275.30819348169894,-16.65833333333333,15572.710228327987
110,299.3305003027841,-16.65833333333333,15172.538633866745
110,300.0,0.010000000000000002,15161.385884743955
110,288.45887193073827,-16.65833333333333,15353.641843164407
110,300.0,0.010000000000000002,15161.385884743955
110,293.0912798285522,-16.65833333333333,15276.47364826666
110,287.34420811020993,-16.65833333333333,15372.210284641376
110,297.0860180739061,-16.65833333333333,15209.927966996136
110,290.05922626861394,-16.65833333333333,15326.98260715263
110,293.54930216913164,-16.65833333333333,15268.843759443174
110,292.69670765635465,-16.65833333333333,15283.046563035181
110,300.0,0.010000000000000002,15161.385884743955
110,289.4524235678529,-16.65833333333333,15337.090928809474
110,299.5988028971961,-16.65833333333333,15168.06915981483
110,300.0,0.010000000000000002,15161.385884743955
110,300.0,0.010000000000000002,15161.385884743955
110,279.6963314856501,-16.65833333333333,15499.611162745501
110,275.99440870060505,-16.65833333333333,15561.279026473043
110,290.8188658259961,-16.65833333333333,15314.328278192574
110,300.0,0.010000000000000002,15161.385884743955
110,300.0,0.010000000000000002,15161.385884743955
110,287.6049227005049,-16.65833333333333,15367.867214091373
110,284.1055850225726,-16.65833333333333,15426.160347576271
110,280.5326452567315,-16.65833333333333,15485.67956917557
110,291.9623260502875,-16.65833333333333,15295.280136622916
110,294.7363514487479,-16.65833333333333,15249.069496860233
110,293.9785307699961,-16.65833333333333,15261.693526333771
110,295.4943716324169,-16.65833333333333,15236.442143967277
110,292.6387430495341,-16.65833333333333,15284.012156777133
110,291.21838682634717,-16.65833333333333,15307.672924195056
110,291.0518826173993,-16.65833333333333,15310.446606809113
110,300.0,0.010000000000000002,15161.385884743955
110,295.72070734951757,-16.65833333333333,15232.671768146578
110,282.8141822759017,-16.65833333333333,15447.672964997893
110,290.2009884641916,-16.65833333333333,15324.621085244631
110,293.428118996812,-16.65833333333333,15270.862469122063
110,292.37498319907445,-16.65833333333333,15288.40595628604
110,300.0,0.010000000000000002,15161.385884743955
110,279.54648279398396,-16.65833333333333,15502.10739220084
110,296.7619130405087,-16.65833333333333,15215.327016677486
110,300.0,0.010000000000000002,15161.385884743957
110,299.3854823046493,-16.65833333333333,15171.622725352343
110,300.0,0.010000000000000002,15161.385884743957
110,300.0,0.010000000000000002,15161.385884743957
110,294.14816336274856,-16.65833333333333,15258.86773005951
110,300.0,0.010000000000000002,15161.385884743957
110,290.92190137273195,-16.65833333333333,15312.611877709867
110,297.54943866299857,-16.65833333333333,15202.208152349507
110,293.67461845742065,-16.65833333333333,15266.756198940757
110,287.3385208761136,-16.65833333333333,15372.305024482706
110,300.0,0.010000000000000002,15161.385884743966
110,288.0701487994276,-16.65833333333333,15360.117322660164
110,286.2727424226638,-16.65833333333333,15390.059117219756
110,277.6531162282594,-16.65833333333333,15533.647723574879
110,300.0,0.010000000000000002,15161.385884743966
110,281.79332150862285,-16.65833333333333,15464.678803946157
110,281.53678094546854,-16.65833333333333,15468.9523421607
110,300.0,0.010000000000000002,15161.385884743966
110,295.4832804784677,-16.65833333333333,15236.626904106826
110,300.0,0.010000000000000002,15161.385884743966
114,291.22604649753384,-66.51020233196162,11246.137563490647
114,292.5559727802843,-66.51020233196162,11157.683897338324
114,295.75984112432013,-66.51020233196162,10944.593965531541
114,300.0,-59.81224279835391,10662.580140790407
114,297.0995660540385,-66.51020233196162,10855.488589386798
114,292.1668518514999,-66.51020233196162,11183.564409043378
114,299.033056454012,-66.51020233196162,10726.891751677656
114,292.1668518514999,-66.51020233196162,11183.564409043378
114,295.33227088764215,-66.51020233196162,10973.031748484118
114,300.0,-59.81224279835391,10662.580140790407
114,289.34092286113196,-66.51020233196162,11371.51751796851
114,291.22604649753384,-66.51020233196162,11246.137563490658
114,292.1165259716476,-66.51020233196162,11186.911593494893
114,300.0,-59.81224279835391,10662.580140790407
114,297.0995660540385,-66.51020233196162,10855.488589386798
114,290.30914430416624,-66.51020233196162,11307.120913890154
114,290.474663450934,-66.51020233196162,11296.112201948818
114,296.3036454133841,-66.51020233196162,10908.425432236905
114,287.31611415950897,-66.51020233196162,11506.18795439697
114,296.5499780732672,-66.51020233196162,10892.041797187114
114,292.1165259716476,-66.51020233196162,11186.911593494893
114,291.6324561358397,-66.51020233196162,11219.107176217276
114,292.5559727802843,-66.51020233196162,11157.683897338331
114,295.3354239703499,-66.51020233196162,10972.822036315258
114,298.9690713729696,-66.51020233196162,10731.147412364011
114,298.3710934123268,-66.51020233196162,10770.919047516418
114,299.033056454012,-66.51020233196162,10726.891751677656
114,297.4929912582592,-66.51020233196162,10829.321799451587
